year,state,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
2020,North Dakota,3216,320746,793829.013,197342.043,0.332,0.173,0.09,0.047,0.648,0.033,0.797,1309294.094,1777990.261,-7842.568,86854.334,152191.491,0.645,0.355,0.309,0.336,0.457,0.909,0.01,0.012,0.467,2.291,54.697,91260.314,0.021,0.011,0.006,0.003,0.021,0.004,0.023,0.017,0.019
2020,Ohio,41057,4737983,397808.63,131262.964,0.309,0.161,0.084,0.043,0.617,0.049,0.783,832176.509,757712.469,-4745.871,81601.417,132718.482,0.673,0.327,0.262,0.411,0.424,0.85,0.083,0.017,0.514,2.321,55.224,25898.265,0.034,0.019,0.01,0.005,0.027,0.003,0.034,0.029,0.021
2020,Oklahoma,14361,1521551,550773.549,132579.494,0.348,0.181,0.094,0.049,0.671,0.034,0.831,2707251.925,1123301.21,-6427.096,83932.502,126399.132,0.683,0.317,0.323,0.36,0.359,0.717,0.047,0.04,0.522,2.435,54.885,40359.022,0.01,0.005,0.003,0.001,0.018,0.003,0.015,0.008,0.017
2020,Oregon,13486,1687031,869364.701,270865.921,0.324,0.168,0.088,0.046,0.627,0.041,0.78,1517963.597,1784203.525,-1984.513,96160.953,264101.346,0.635,0.365,0.216,0.419,0.518,0.839,0.011,0.048,0.516,2.395,54.888,73038.264,0.012,0.006,0.003,0.002,0.013,0.004,0.014,0.01,0.019
2020,Pennsylvania,51654,5187439,529426.301,171652.819,0.322,0.167,0.087,0.045,0.627,0.049,0.795,1721485.086,980196.016,-3130.56,93942.784,172362.566,0.693,0.307,0.289,0.404,0.446,0.874,0.053,0.023,0.509,2.336,56.515,15785.053,0.014,0.007,0.004,0.002,0.011,0.001,0.014,0.012,0.011
2020,Rhode Island,3051,424027,626239.201,228202.107,0.306,0.159,0.083,0.043,0.602,0.049,0.77,1660073.271,1114442.264,-1596.976,96270.967,231227.791,0.64,0.36,0.208,0.432,0.529,0.821,0.045,0.07,0.528,2.311,55.96,39963.938,0.031,0.016,0.008,0.004,0.027,0.003,0.032,0.025,0.014
2020,South Carolina,14518,2009924,501434.582,139994.033,0.341,0.177,0.092,0.048,0.654,0.045,0.817,1552818.113,949212.729,3754.384,84902.011,181602.802,0.718,0.282,0.313,0.405,0.457,0.717,0.21,0.025,0.527,2.299,56.312,21569.628,0.007,0.004,0.002,0.001,0.011,0.002,0.01,0.006,0.013
2020,South Dakota,3522,351811,451510.054,140516.206,0.313,0.163,0.085,0.044,0.619,0.05,0.785,877039.224,845070.676,1893.849,81503.389,162116.179,0.705,0.295,0.317,0.388,0.412,0.875,0.006,0.013,0.505,2.392,54.619,29197.358,0.029,0.016,0.008,0.004,0.027,0.003,0.033,0.027,0.018
2020,Tennessee,20205,2719598,462238.811,137576.444,0.335,0.174,0.091,0.047,0.648,0.041,0.815,1605137.846,867242.874,-5682.689,81448.835,171009.34,0.672,0.328,0.276,0.396,0.41,0.803,0.121,0.022,0.522,2.345,54.966,10864.716,0.007,0.004,0.002,0.001,0.007,0.001,0.007,0.006,0.01
2020,Texas,64738,10272771,496530.54,132389.593,0.338,0.176,0.091,0.048,0.656,0.034,0.821,1647198.973,965964.106,-8912.015,96187.596,172842.619,0.63,0.37,0.285,0.346,0.461,0.639,0.094,0.186,0.503,2.555,53.75,16300.005,0.009,0.005,0.003,0.001,0.008,0.001,0.009,0.008,0.011
2020,Utah,9676,1050086,654266.254,250332.996,0.309,0.161,0.084,0.043,0.602,0.06,0.766,1497205.354,1167495.47,0,102322.424,282521.986,0.713,0.287,0.22,0.492,0.518,0.878,0.007,0.054,0.48,2.978,51.338,25466.599,0.018,0.009,0.005,0.002,0.016,0.002,0.02,0.015,0.013
2020,Vermont,2638,257500,614176.117,214446.813,0.308,0.16,0.083,0.043,0.61,0.057,0.769,992266.124,1168503.771,809.956,88718.199,189599.035,0.726,0.274,0.283,0.443,0.544,0.942,0.004,0.006,0.538,2.251,56.886,34770.382,0.034,0.018,0.01,0.005,0.025,0.003,0.033,0.029,0.019
2020,Virginia,25945,3208918,708807.376,220744.843,0.325,0.169,0.088,0.046,0.629,0.045,0.791,2541121.804,1348428.917,6251.816,112719.892,251846.805,0.665,0.335,0.216,0.449,0.561,0.719,0.144,0.039,0.502,2.431,54.567,33990.342,0.009,0.005,0.002,0.001,0.009,0.002,0.01,0.007,0.017
2020,Washington,25153,2984626,823242.447,275719.338,0.324,0.168,0.088,0.046,0.624,0.045,0.784,2515913.485,1561836.761,685.758,111450.415,324943.691,0.637,0.363,0.209,0.428,0.536,0.775,0.023,0.052,0.495,2.465,53.895,48180.16,0.006,0.003,0.002,0.001,0.009,0.003,0.008,0.005,0.022
2020,West Virginia,5871,734614,319976.418,119669.638,0.307,0.159,0.083,0.043,0.603,0.06,0.782,1164998.463,590602.481,712.012,68859.445,118627.106,0.74,0.26,0.396,0.344,0.34,0.919,0.024,0.007,0.512,2.25,57.481,14210.996,0.021,0.013,0.007,0.004,0.018,0.003,0.023,0.02,0.018
2020,Wisconsin,23991,2399155,497237.011,170738.49,0.315,0.164,0.085,0.044,0.615,0.051,0.786,1380225.248,902216.018,-2948.396,85816.829,170230.238,0.683,0.317,0.259,0.424,0.438,0.914,0.026,0.019,0.494,2.323,56.008,20123.685,0.017,0.009,0.005,0.002,0.016,0.002,0.019,0.015,0.011
2020,Wyoming,2118,234719,547807.595,178512.396,0.32,0.166,0.087,0.045,0.626,0.054,0.788,1262871.897,1008387.534,7805.219,84274.393,242807.804,0.741,0.259,0.316,0.425,0.423,0.885,0.005,0.038,0.499,2.368,54.389,24448.559,0.024,0.013,0.007,0.003,0.016,0.002,0.021,0.02,0.016
